dataset,project,pPath,pId,codeLine,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,296,1,0,0,1,2,0,0,2,0,3,27,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,297,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,290,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,292,0,0,0,1,2,0,2,0,0,3,19,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/TickUnit,19,84,2,0,0,0,0,0,0,0,0,3,17,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/TickUnit,19,83,2,0,0,1,3,1,0,0,0,3,30,2,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,283,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,282,1,0,0,1,2,0,0,2,0,3,27,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,280,2,0,0,0,0,0,0,0,0,3,43,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,287,2,0,0,0,0,0,0,0,0,3,18,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,285,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,284,0,0,0,1,2,0,2,0,0,3,19,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,289,1,0,0,1,2,0,0,2,0,3,27,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,279,2,0,0,0,0,0,0,0,0,3,62,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,277,1,0,0,0,0,0,0,0,0,2,26,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,274,2,0,0,0,0,0,0,0,0,3,40,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,275,2,0,0,0,0,0,0,0,0,3,40,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,272,2,0,0,0,0,0,0,0,0,3,60,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,271,2,0,0,0,0,0,0,0,0,3,33,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,303,1,0,0,1,2,0,0,2,0,3,27,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,301,2,0,0,0,0,0,0,0,0,3,21,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,306,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,304,0,0,0,1,2,0,2,0,0,2,18,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,305,0,0,0,1,2,0,2,0,0,3,19,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,308,2,0,0,0,0,0,0,0,0,3,20,4,0.012346626,0
defect4j,chart,org/jfree/chart/axis/ValueAxis,19,291,0,0,0,1,2,0,2,0,0,4,20,5,0.012346626,0
defect4j,chart,org/jfree/chart/axis/Axis,19,170,1,0,0,1,2,3,0,2,0,6,73,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,69,1,0,0,0,1,3,0,2,0,6,67,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,65,1,0,0,0,1,3,0,2,0,6,65,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,61,1,0,0,0,1,3,0,2,0,6,64,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,136,1,0,0,0,1,3,0,2,0,6,60,2,0.012195122,0
defect4j,chart,org/jfree/chart/plot/DatasetRenderingOrder,19,79,2,0,0,1,3,1,0,1,0,4,44,2,0.012195122,0
defect4j,chart,org/jfree/chart/plot/DatasetRenderingOrder,19,61,1,0,0,0,0,3,0,1,0,5,49,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,163,1,0,0,0,0,3,0,1,0,5,61,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,160,3,0,0,0,0,3,0,1,0,7,65,2,0.012195122,0
defect4j,chart,org/jfree/chart/plot/DatasetRenderingOrder,19,68,1,0,0,0,0,3,0,1,0,5,49,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,156,1,0,0,0,1,3,0,2,0,7,72,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,150,1,0,0,1,2,3,0,2,0,6,76,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,300,1,0,0,1,2,0,0,1,0,3,44,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,281,1,0,0,0,0,0,0,0,0,2,21,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,280,1,0,0,0,0,0,0,0,0,2,25,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,283,1,0,0,0,0,0,0,0,0,3,28,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,285,2,0,0,0,0,0,0,0,0,3,47,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,284,2,0,0,0,0,0,0,0,0,3,45,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,287,2,0,0,0,0,0,0,0,0,3,53,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,85,2,0,0,0,0,0,0,0,0,3,17,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,84,2,0,0,1,3,1,0,1,0,4,35,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,278,2,0,0,0,0,0,0,0,0,3,45,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,279,1,0,0,0,0,0,0,0,0,2,22,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,274,2,0,0,0,0,0,0,0,0,3,19,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,275,2,0,0,0,0,0,0,0,0,3,36,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,272,2,0,0,1,3,1,0,1,0,4,30,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,173,3,0,0,0,0,3,0,1,0,7,63,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,289,2,0,0,0,0,0,0,0,0,3,47,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,288,2,0,0,0,0,0,0,0,0,3,45,4,0.012195122,0
defect4j,chart,org/jfree/chart/plot/DatasetRenderingOrder,19,80,2,0,0,0,0,0,0,0,0,3,17,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,147,3,0,0,0,0,3,0,1,0,7,63,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,143,1,0,0,0,0,3,0,1,0,5,61,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,140,3,0,0,0,0,3,0,1,0,7,65,2,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,292,2,0,0,0,0,0,0,0,0,3,51,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,293,2,0,0,0,0,0,0,0,0,3,47,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,290,2,0,0,0,0,0,0,0,0,3,49,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,296,2,0,0,0,0,0,0,0,0,3,62,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,294,2,0,0,0,0,0,0,0,0,3,45,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,295,2,0,0,0,0,0,0,0,0,3,60,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,298,1,0,0,0,0,0,0,0,0,2,17,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,276,2,0,0,0,0,0,0,0,0,3,41,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/Axis,19,277,2,0,0,0,0,0,0,0,0,3,43,4,0.012195122,0
defect4j,chart,org/jfree/chart/axis/AxisLocation,19,73,1,0,0,0,1,3,0,2,0,6,68,2,0.012195122,0
defect4j,chart,org/jfree/data/Range,19,84,2,1,0,1,3,0,0,0,0,3,20,4,0.012045455,0
defect4j,chart,org/jfree/data/Range,19,89,2,0,0,0,0,0,0,0,0,3,19,4,0.012045455,0
defect4j,chart,org/jfree/data/Range,19,90,2,0,0,0,0,0,0,0,0,3,19,4,0.012045455,0
defect4j,chart,org/jfree/data/Range,19,83,3,0,0,1,3,1,0,0,0,4,42,2,0.012045455,0
defect4j,chart,org/jfree/chart/plot/PlotOrientation,19,56,1,0,0,0,0,3,0,1,0,5,46,2,0.01189759,0
defect4j,chart,org/jfree/chart/plot/PlotOrientation,19,60,1,0,0,0,0,3,0,1,0,5,44,2,0.01189759,0
defect4j,chart,org/jfree/chart/plot/PlotOrientation,19,71,2,0,0,1,3,1,0,1,0,4,38,2,0.01189759,0
defect4j,chart,org/jfree/chart/plot/PlotOrientation,19,72,2,0,0,0,0,0,0,0,0,3,17,4,0.01189759,0
defect4j,chart,org/jfree/chart/util/ObjectList,19,85,2,0,0,1,2,0,0,0,0,2,24,5,0.01189759,0
defect4j,chart,org/jfree/chart/util/ObjectList,19,95,3,0,0,1,2,0,0,0,0,3,25,5,0.011751497,0
defect4j,chart,org/jfree/chart/plot/Plot,19,435,1,0,0,0,0,0,0,0,0,1,19,5,0.011751497,0
defect4j,chart,org/jfree/chart/event/ChartChangeEvent,19,131,2,0,0,0,0,0,0,0,0,3,17,4,0.011751497,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,63,1,0,0,0,0,3,0,1,0,5,42,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,107,2,0,0,0,0,0,0,0,0,3,17,4,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,106,2,0,0,1,3,2,0,1,0,5,44,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,67,1,0,0,0,0,3,0,1,0,5,39,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,87,1,0,0,0,0,3,0,1,0,5,48,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,83,1,0,0,0,0,3,0,1,0,5,47,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,79,1,0,0,0,0,3,0,1,0,5,42,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,71,1,0,0,0,0,3,0,1,0,5,44,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,75,1,0,0,0,0,3,0,1,0,5,45,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,95,1,0,0,0,0,3,0,1,0,5,41,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/RectangleAnchor,19,91,1,0,0,0,0,3,0,1,0,5,40,2,0.011607143,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,107,1,0,0,0,0,0,0,1,0,2,21,4,0.010511364,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,109,2,0,1,1,2,0,0,0,0,4,29,6,0.010511364,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,108,3,3,0,1,3,0,0,0,0,6,38,4,0.010511364,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,111,1,0,0,0,0,0,0,0,0,1,14,4,0.010511364,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,121,1,1,0,1,3,0,0,0,0,2,16,4,0.010381356,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,124,3,1,0,1,3,0,0,0,0,4,35,4,0.010381356,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,129,2,0,1,1,2,0,0,0,0,4,29,4,0.010381356,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,130,3,1,0,1,2,0,2,0,0,7,43,4,0.010381356,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,312,6,2,1,2,4,0,0,0,0,12,71,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,317,2,0,1,2,4,0,0,1,0,5,45,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,316,3,0,0,1,2,0,2,0,0,8,42,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,315,3,0,0,1,2,0,1,0,0,7,40,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,200,1,0,0,1,2,3,0,2,0,6,74,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,203,3,0,0,0,0,3,0,1,0,7,61,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,193,1,0,0,1,2,3,0,2,0,6,49,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,196,1,0,0,0,0,3,0,1,0,5,50,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,292,1,0,0,0,0,0,0,0,0,2,28,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,293,1,0,0,0,0,0,0,0,0,3,27,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,290,2,0,0,0,0,0,0,0,0,3,48,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,291,2,0,0,0,0,0,0,0,0,3,48,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,296,2,0,0,0,0,0,0,0,0,3,48,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,294,2,0,0,0,0,0,0,0,0,3,44,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,295,2,0,0,0,0,0,0,0,0,3,42,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,298,1,0,0,0,0,0,0,0,0,2,26,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,299,3,0,0,1,2,0,0,1,0,6,63,4,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,151,0,0,0,1,3,0,0,1,0,1,20,7,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,299,6,0,1,2,4,0,0,0,0,10,61,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,297,6,0,1,2,4,0,0,0,0,10,63,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,294,1,0,0,1,2,0,0,0,0,1,21,5,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,292,2,1,0,0,0,0,0,0,0,3,26,5,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,293,1,0,0,1,2,0,0,0,0,1,21,5,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,291,1,0,0,0,0,0,0,0,0,1,18,5,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,119,1,0,0,1,2,3,0,2,0,6,74,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,113,1,0,0,1,2,3,0,2,0,6,67,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,110,1,0,0,1,2,3,0,2,0,6,66,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,116,1,0,0,1,2,3,0,2,0,6,72,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,62,1,0,0,1,2,3,0,2,0,6,65,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,65,1,0,0,1,2,3,0,2,0,6,66,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,68,1,0,0,1,2,3,0,2,0,6,71,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,302,2,0,0,1,2,0,2,0,0,6,39,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,303,2,0,0,1,2,0,3,0,0,7,41,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,304,2,0,1,2,4,0,0,1,0,5,45,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,307,2,0,0,1,2,0,2,0,0,6,44,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,891,5,2,0,1,3,0,0,0,0,8,52,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,212,3,0,0,0,0,3,0,1,0,7,70,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,532,4,0,0,6,12,0,0,0,0,4,54,7,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,300,3,0,0,0,0,0,0,0,0,4,38,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,308,2,0,0,1,2,0,2,0,0,6,44,4,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,122,1,0,0,1,2,3,0,2,0,6,69,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,125,1,0,0,1,2,3,0,2,0,6,70,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,128,1,0,0,1,2,3,0,2,0,6,75,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,288,1,0,0,0,0,0,0,0,0,2,19,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,199,2,0,0,0,0,0,0,0,0,3,35,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,197,1,0,0,1,4,0,0,1,0,2,24,3,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,269,1,0,0,0,0,1,0,0,0,2,42,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,59,1,0,0,1,2,3,0,2,0,6,70,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,150,2,0,0,0,1,0,0,0,0,2,57,4,0.008704188,0
defect4j,chart,org/jfree/chart/event/PlotChangeEvent,19,65,2,0,0,0,0,0,0,0,0,3,17,4,0.008704188,0
defect4j,chart,org/jfree/chart/event/PlotChangeEvent,19,64,1,0,0,1,2,0,0,0,0,1,12,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,335,1,0,0,0,0,0,0,0,0,1,14,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,331,2,0,0,1,2,0,3,0,0,7,41,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,333,2,0,1,2,4,0,0,1,0,5,45,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,332,3,0,0,1,2,0,1,0,0,7,40,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,225,1,0,0,0,0,3,0,1,0,5,52,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,221,1,0,0,0,0,3,0,1,0,5,49,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,200,2,0,0,0,0,0,0,0,0,3,43,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,203,2,0,0,0,0,0,0,0,0,3,51,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,204,2,0,0,0,0,0,0,0,0,3,35,4,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,92,1,0,0,1,2,3,0,2,0,6,73,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,95,1,0,0,1,2,3,0,2,0,6,71,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,98,1,0,0,1,2,3,0,2,0,6,66,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,83,1,0,0,1,2,3,0,1,0,5,50,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,87,1,0,0,2,5,3,0,2,0,6,74,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,201,2,0,0,0,0,0,0,0,0,3,49,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,302,1,0,0,1,2,0,0,1,0,3,52,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,304,1,0,0,1,2,0,0,1,0,3,44,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,202,2,0,0,0,0,0,0,0,0,3,37,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,286,1,0,0,1,3,1,0,0,0,2,18,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,289,2,0,0,0,0,0,0,0,0,3,29,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,266,3,0,0,0,0,1,0,0,0,4,49,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,309,2,0,1,2,4,0,0,1,0,5,45,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,328,6,2,1,2,4,0,0,0,0,12,71,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,289,1,0,0,2,4,0,0,2,0,3,31,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,323,3,0,0,1,2,0,2,0,0,8,42,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,320,6,2,1,2,4,0,0,0,0,12,69,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,324,2,0,0,1,2,0,2,0,0,6,39,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,325,2,0,1,2,4,0,0,1,0,5,45,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/Plot,19,890,2,0,0,2,4,0,1,1,0,4,57,4,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,517,3,0,0,5,10,0,0,0,0,3,45,7,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,89,1,0,0,1,2,3,0,2,0,6,68,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,104,1,0,0,1,2,3,0,2,0,6,72,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,86,1,0,0,1,2,3,0,2,0,6,67,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,107,1,0,0,1,2,3,0,2,0,6,71,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,80,1,0,0,1,2,3,0,2,0,6,74,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,101,1,0,0,1,2,3,0,2,0,6,67,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,83,1,0,0,1,2,3,0,2,0,6,72,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,100,1,0,0,1,2,3,0,1,0,5,60,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,105,1,0,0,1,2,3,0,1,0,5,50,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,91,1,0,0,2,5,3,0,2,0,6,71,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,71,1,0,0,1,2,3,0,2,0,6,73,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,74,1,0,0,1,2,3,0,2,0,6,68,2,0.008704188,0
defect4j,chart,org/jfree/chart/ChartColor,19,77,1,0,0,1,2,3,0,2,0,6,69,2,0.008704188,0
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,19,95,1,0,0,2,5,3,0,2,0,6,69,2,0.008704188,0
defect4j,chart,org/jfree/data/general/DatasetChangeEvent,19,72,2,0,0,0,0,0,0,0,0,3,23,4,0.008163265,0
defect4j,chart,org/jfree/data/general/DatasetChangeEvent,19,71,1,0,0,1,2,0,0,0,0,1,14,4,0.008163265,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,65,1,0,0,0,1,3,0,2,0,6,70,2,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,117,1,1,0,1,3,0,0,0,0,2,23,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,102,6,0,0,1,2,0,0,0,0,6,50,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,124,2,0,0,0,0,0,0,0,0,3,19,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,122,2,0,0,0,0,0,0,0,0,3,21,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,123,2,0,0,0,0,0,0,0,0,3,17,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,120,2,0,0,0,0,0,0,0,0,3,25,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,121,2,0,0,0,0,0,0,0,0,3,15,4,0.006077982,0
defect4j,chart,org/jfree/chart/util/RectangleInsets,19,116,2,0,0,0,2,0,0,0,0,2,30,3,0.006077982,0
defect4j,chart,org/jfree/chart/util/UnitType,19,70,2,0,0,0,0,0,0,0,0,3,17,4,0.005743243,0
defect4j,chart,org/jfree/chart/util/UnitType,19,59,1,0,0,1,2,3,0,2,0,7,74,2,0.005743243,0
defect4j,chart,org/jfree/chart/util/UnitType,19,56,1,0,0,1,2,3,0,2,0,7,74,2,0.005743243,0
defect4j,chart,org/jfree/chart/util/UnitType,19,69,2,0,0,1,3,1,0,1,0,4,31,2,0.005743243,0
defect4j,chart,org/jfree/chart/plot/CategoryPlot,19,871,0,0,0,1,2,0,1,0,0,1,23,5,0.004375,0
defect4j,chart,org/jfree/chart/util/AbstractObjectList,19,147,1,0,0,0,0,0,0,0,0,1,17,5,0.001964286,0
defect4j,chart,org/jfree/chart/event/ChartChangeEventType,19,59,1,0,0,0,0,3,0,1,0,5,52,2,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEventType,19,55,1,0,0,0,0,3,0,1,0,5,48,2,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEvent,19,95,2,0,0,0,0,0,0,0,0,3,17,4,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEvent,19,69,3,0,0,1,2,0,0,0,0,3,49,4,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEventType,19,63,1,0,0,0,0,3,0,1,0,5,56,2,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEvent,19,93,1,0,0,1,2,0,0,0,0,1,14,4,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEvent,19,94,2,0,0,0,0,0,0,0,0,3,19,4,0.001090604,0
defect4j,chart,org/jfree/chart/event/ChartChangeEventType,19,74,2,0,0,1,3,1,0,1,0,4,43,2,0.001090604,0
